location,Type of House,Price of m2,Land Area,Total Price Number,Total Price
"Phường 10, Gò Vấp",Đất thổ cư,71.5,100,7150.0,7.15 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,120,8580.0,8.58 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,140,10010.0,10.01 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,160,11440.0,11.44 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,180,12870.0,12.87 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,200,14300.0,14.3 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,220,15730.0,15.73 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,240,17160.0,17.16 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,260,18590.0,18.59 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,280,20020.0,20.02 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,300,21450.0,21.45 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,320,22880.0,22.88 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,340,24310.0,24.31 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,360,25740.0,25.74 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,380,27170.0,27.17 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,400,28600.0,28.6 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,420,30030.0,30.03 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,440,31460.0,31.46 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,460,32890.0,32.89 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,480,34320.0,34.32 tỷ
"Phường 10, Gò Vấp",Đất thổ cư,71.5,500,35750.0,35.75 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,30,957.0,957 triệu
"Phường 10, Gò Vấp",Chung cư,31.9,50,1595.0,1.59 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,70,2233.0,2.23 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,90,2871.0,2.87 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,110,3509.0,3.51 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,130,4147.0,4.15 tỷ
"Phường 10, Gò Vấp",Chung cư,31.9,150,4785.0,4.79 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,60,6450.0,6.45 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,80,8600.0,8.6 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,100,10750.0,10.75 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,120,12900.0,12.9 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,140,15050.0,15.05 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,160,17200.0,17.2 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,180,19350.0,19.35 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,200,21500.0,21.5 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,220,23650.0,23.65 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,240,25800.0,25.8 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,260,27950.0,27.95 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,280,30100.0,30.1 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,300,32250.0,32.25 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,320,34400.0,34.4 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,340,36550.0,36.55 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,360,38700.0,38.7 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,380,40850.0,40.85 tỷ
"Phường 11, Gò Vấp",Nhà mặt tiền,107.5,400,43000.0,43.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,200,26000.0,26.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,220,28600.0,28.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,240,31200.0,31.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,260,33800.0,33.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,280,36400.0,36.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,300,39000.0,39.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,320,41600.0,41.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,340,44200.0,44.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,360,46800.0,46.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,380,49400.0,49.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,400,52000.0,52.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,420,54600.0,54.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,440,57200.0,57.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,460,59800.0,59.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,480,62400.0,62.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,500,65000.0,65.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,520,67600.0,67.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,540,70200.0,70.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,560,72800.0,72.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,580,75400.0,75.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,600,78000.0,78.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,620,80600.0,80.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,640,83200.0,83.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,660,85800.0,85.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,680,88400.0,88.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,700,91000.0,91.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,720,93600.0,93.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,740,96200.0,96.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,760,98800.0,98.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,780,101400.0,101.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,800,104000.0,104.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,820,106600.0,106.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,840,109200.0,109.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,860,111800.0,111.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,880,114400.0,114.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,900,117000.0,117.0 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,920,119600.0,119.6 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,940,122200.0,122.2 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,960,124800.0,124.8 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,980,127400.0,127.4 tỷ
"Phường 11, Gò Vấp",Biệt thự,130.0,1000,130000.0,130.0 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,40,3300.0,3.3 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,60,4950.0,4.95 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,80,6600.0,6.6 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,100,8250.0,8.25 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,120,9900.0,9.9 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,140,11550.0,11.55 tỷ
"Phường 11, Gò Vấp",Nhà hẻm,82.5,160,13200.0,13.2 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,60,3900.0,3.9 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,80,5200.0,5.2 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,100,6500.0,6.5 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,120,7800.0,7.8 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,140,9100.0,9.1 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,160,10400.0,10.4 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,180,11700.0,11.7 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,200,13000.0,13.0 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,220,14300.0,14.3 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,240,15600.0,15.6 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,260,16900.0,16.9 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,280,18200.0,18.2 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,300,19500.0,19.5 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,320,20800.0,20.8 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,340,22100.0,22.1 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,360,23400.0,23.4 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,380,24700.0,24.7 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,400,26000.0,26.0 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,420,27300.0,27.3 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,440,28600.0,28.6 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,460,29900.0,29.9 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,480,31200.0,31.2 tỷ
"Phường 11, Gò Vấp",Đất thổ cư,65.0,500,32500.0,32.5 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,30,870.0,870 triệu
"Phường 11, Gò Vấp",Chung cư,29.0,50,1450.0,1.45 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,70,2030.0,2.03 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,90,2610.0,2.61 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,110,3190.0,3.19 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,130,3770.0,3.77 tỷ
"Phường 11, Gò Vấp",Chung cư,29.0,150,4350.0,4.35 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,60,6450.0,6.45 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,80,8600.0,8.6 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,100,10750.0,10.75 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,120,12900.0,12.9 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,140,15050.0,15.05 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,160,17200.0,17.2 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,180,19350.0,19.35 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,200,21500.0,21.5 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,220,23650.0,23.65 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,240,25800.0,25.8 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,260,27950.0,27.95 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,280,30100.0,30.1 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,300,32250.0,32.25 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,320,34400.0,34.4 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,340,36550.0,36.55 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,360,38700.0,38.7 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,380,40850.0,40.85 tỷ
"Phường 12, Gò Vấp",Nhà mặt tiền,107.5,400,43000.0,43.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,200,26000.0,26.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,220,28600.0,28.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,240,31200.0,31.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,260,33800.0,33.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,280,36400.0,36.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,300,39000.0,39.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,320,41600.0,41.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,340,44200.0,44.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,360,46800.0,46.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,380,49400.0,49.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,400,52000.0,52.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,420,54600.0,54.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,440,57200.0,57.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,460,59800.0,59.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,480,62400.0,62.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,500,65000.0,65.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,520,67600.0,67.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,540,70200.0,70.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,560,72800.0,72.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,580,75400.0,75.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,600,78000.0,78.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,620,80600.0,80.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,640,83200.0,83.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,660,85800.0,85.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,680,88400.0,88.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,700,91000.0,91.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,720,93600.0,93.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,740,96200.0,96.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,760,98800.0,98.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,780,101400.0,101.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,800,104000.0,104.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,820,106600.0,106.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,840,109200.0,109.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,860,111800.0,111.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,880,114400.0,114.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,900,117000.0,117.0 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,920,119600.0,119.6 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,940,122200.0,122.2 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,960,124800.0,124.8 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,980,127400.0,127.4 tỷ
"Phường 12, Gò Vấp",Biệt thự,130.0,1000,130000.0,130.0 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,40,3300.0,3.3 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,60,4950.0,4.95 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,80,6600.0,6.6 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,100,8250.0,8.25 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,120,9900.0,9.9 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,140,11550.0,11.55 tỷ
"Phường 12, Gò Vấp",Nhà hẻm,82.5,160,13200.0,13.2 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,60,3900.0,3.9 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,80,5200.0,5.2 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,100,6500.0,6.5 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,120,7800.0,7.8 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,140,9100.0,9.1 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,160,10400.0,10.4 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,180,11700.0,11.7 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,200,13000.0,13.0 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,220,14300.0,14.3 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,240,15600.0,15.6 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,260,16900.0,16.9 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,280,18200.0,18.2 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,300,19500.0,19.5 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,320,20800.0,20.8 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,340,22100.0,22.1 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,360,23400.0,23.4 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,380,24700.0,24.7 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,400,26000.0,26.0 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,420,27300.0,27.3 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,440,28600.0,28.6 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,460,29900.0,29.9 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,480,31200.0,31.2 tỷ
"Phường 12, Gò Vấp",Đất thổ cư,65.0,500,32500.0,32.5 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,30,870.0,870 triệu
"Phường 12, Gò Vấp",Chung cư,29.0,50,1450.0,1.45 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,70,2030.0,2.03 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,90,2610.0,2.61 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,110,3190.0,3.19 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,130,3770.0,3.77 tỷ
"Phường 12, Gò Vấp",Chung cư,29.0,150,4350.0,4.35 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,60,5805.0,5.8 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,80,7740.0,7.74 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,100,9675.0,9.68 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,120,11610.0,11.61 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,140,13545.0,13.54 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,160,15480.0,15.48 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,180,17415.0,17.41 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,200,19350.0,19.35 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,220,21285.0,21.29 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,240,23220.0,23.22 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,260,25155.0,25.16 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,280,27090.0,27.09 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,300,29025.0,29.02 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,320,30960.0,30.96 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,340,32895.0,32.9 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,360,34830.0,34.83 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,380,36765.0,36.77 tỷ
"Phường 13, Gò Vấp",Nhà mặt tiền,96.75,400,38700.0,38.7 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,200,23400.0,23.4 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,220,25740.0,25.74 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,240,28080.0,28.08 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,260,30420.0,30.42 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,280,32760.0,32.76 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,300,35100.0,35.1 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,320,37440.0,37.44 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,340,39780.0,39.78 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,360,42120.0,42.12 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,380,44460.0,44.46 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,400,46800.0,46.8 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,420,49140.0,49.14 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,440,51480.0,51.48 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,460,53820.0,53.82 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,480,56160.0,56.16 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,500,58500.0,58.5 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,520,60840.0,60.84 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,540,63180.0,63.18 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,560,65520.0,65.52 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,580,67860.0,67.86 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,600,70200.0,70.2 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,620,72540.0,72.54 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,640,74880.0,74.88 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,660,77220.0,77.22 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,680,79560.0,79.56 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,700,81900.0,81.9 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,720,84240.0,84.24 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,740,86580.0,86.58 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,760,88920.0,88.92 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,780,91260.0,91.26 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,800,93600.0,93.6 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,820,95940.0,95.94 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,840,98280.0,98.28 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,860,100620.0,100.62 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,880,102960.0,102.96 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,900,105300.0,105.3 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,920,107640.0,107.64 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,940,109980.0,109.98 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,960,112320.0,112.32 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,980,114660.0,114.66 tỷ
"Phường 13, Gò Vấp",Biệt thự,117.0,1000,117000.0,117.0 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,40,2970.0,2.97 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,60,4455.0,4.46 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,80,5940.0,5.94 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,100,7425.0,7.42 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,120,8910.0,8.91 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,140,10395.0,10.39 tỷ
"Phường 13, Gò Vấp",Nhà hẻm,74.25,160,11880.0,11.88 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,60,3510.0,3.51 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,80,4680.0,4.68 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,100,5850.0,5.85 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,120,7020.0,7.02 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,140,8190.0,8.19 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,160,9360.0,9.36 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,180,10530.0,10.53 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,200,11700.0,11.7 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,220,12870.0,12.87 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,240,14040.0,14.04 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,260,15210.0,15.21 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,280,16380.0,16.38 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,300,17550.0,17.55 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,320,18720.0,18.72 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,340,19890.0,19.89 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,360,21060.0,21.06 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,380,22230.0,22.23 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,400,23400.0,23.4 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,420,24570.0,24.57 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,440,25740.0,25.74 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,460,26910.0,26.91 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,480,28080.0,28.08 tỷ
"Phường 13, Gò Vấp",Đất thổ cư,58.5,500,29250.0,29.25 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,30,783.0,783 triệu
"Phường 13, Gò Vấp",Chung cư,26.1,50,1305.0,1.3 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,70,1827.0,1.83 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,90,2349.0,2.35 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,110,2871.0,2.87 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,130,3393.0,3.39 tỷ
"Phường 13, Gò Vấp",Chung cư,26.1,150,3915.0,3.92 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,60,5805.0,5.8 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,80,7740.0,7.74 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,100,9675.0,9.68 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,120,11610.0,11.61 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,140,13545.0,13.54 tỷ
"Phường 14, Gò Vấp",Nhà mặt tiền,96.75,160,15480.0,15.48 tỷ
